Proteins,Degree,Closeness,Betweenness,Eigenvector,Harmonic,Hub_Score,Authority_Score,Page_Rank,Power_Centrality
ENSP00000340305,12.000,0.200,75501.494,0.002,0.204,0.002,0.002,0.000,0.000
ENSP00000340328,26.000,0.223,147245.633,0.000,0.227,0.000,0.000,0.000,0.000
ENSP00000340329,8.000,0.221,95811.430,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000340330,22.000,0.191,71483.887,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000340347,30.000,0.237,270893.010,0.000,0.240,0.000,0.000,0.000,0.000
ENSP00000340361,12.000,0.193,63320.000,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000340373,2.000,0.162,0.000,0.000,0.160,0.000,0.000,0.000,0.000
ENSP00000340402,8.000,0.212,41400.393,0.004,0.216,0.004,0.004,0.000,0.000
ENSP00000340409,12.000,0.193,63313.000,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000340434,10.000,0.162,12670.000,0.000,0.161,0.000,0.000,0.000,0.000
ENSP00000340454,8.000,0.162,12665.000,0.000,0.161,0.000,0.000,0.000,0.000
ENSP00000340466,34.000,0.260,163874.836,0.005,0.267,0.005,0.005,0.000,0.000
ENSP00000340494,28.000,0.243,65033.443,0.000,0.248,0.000,0.000,0.000,0.000
ENSP00000340505,12.000,0.235,2205.193,0.000,0.239,0.000,0.000,0.000,0.000
ENSP00000340507,4.000,0.224,0.000,0.000,0.227,0.000,0.000,0.000,0.000
ENSP00000340510,2.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000340526,4.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000340578,2.000,0.213,0.000,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000340644,22.000,0.215,215.095,0.001,0.220,0.001,0.001,0.000,0.000
ENSP00000340648,2.000,0.230,0.000,0.006,0.237,0.006,0.006,0.000,0.000
ENSP00000340672,4.000,0.161,0.000,0.000,0.160,0.000,0.000,0.000,0.000
ENSP00000340677,6.000,0.171,2482.021,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000340684,8.000,0.192,32475.524,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000340688,38.000,0.228,21754.153,0.007,0.234,0.007,0.007,0.000,0.000
ENSP00000340691,40.000,0.237,23872.424,0.007,0.245,0.007,0.007,0.000,0.000
ENSP00000340736,28.000,0.224,3.280,0.006,0.230,0.006,0.006,0.000,0.000
ENSP00000340796,26.000,0.212,41881.029,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000340820,10.000,0.200,27055.789,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000340823,16.000,0.202,36902.754,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000340836,8.000,0.192,8968.501,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000340874,8.000,0.192,479.453,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000340883,26.000,0.223,75057.502,0.000,0.226,0.000,0.000,0.000,0.000
ENSP00000340896,22.000,0.216,26621.955,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000340900,8.000,0.192,479.453,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000340913,8.000,0.190,4390.235,0.000,0.190,0.000,0.000,0.000,0.000
ENSP00000340914,30.000,0.234,73029.126,0.000,0.238,0.000,0.000,0.000,0.000
ENSP00000340935,16.000,0.206,23440.884,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000340939,24.000,0.230,158444.307,0.000,0.233,0.000,0.000,0.000,0.000
ENSP00000340943,8.000,0.193,575.688,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000340982,18.000,0.192,6370.554,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000340989,16.000,0.192,10088.485,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000340998,8.000,0.208,3813.670,0.000,0.211,0.000,0.000,0.000,0.000
ENSP00000341013,14.000,0.195,28709.352,0.000,0.196,0.000,0.000,0.000,0.000
ENSP00000341021,16.000,0.197,16026.773,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000341030,12.000,0.212,1668.636,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000341032,2.000,0.187,0.000,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000341044,34.000,0.246,153027.742,0.000,0.251,0.000,0.000,0.000,0.000
ENSP00000341045,12.000,0.194,9744.891,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000341071,8.000,0.189,29232.669,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000341082,16.000,0.200,69829.324,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000341083,18.000,0.218,913.636,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000341094,38.000,0.237,69974.094,0.001,0.243,0.001,0.001,0.000,0.000
ENSP00000341141,22.000,0.223,2396.636,0.000,0.228,0.000,0.000,0.000,0.000
ENSP00000341159,46.000,0.250,56037.324,0.001,0.259,0.001,0.001,0.000,0.000
ENSP00000341165,24.000,0.220,7827.184,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000341170,100.000,0.241,77349.749,0.009,0.250,0.009,0.009,0.000,0.000
ENSP00000341189,64.000,0.239,34098.446,0.004,0.247,0.004,0.004,0.000,0.000
ENSP00000341198,4.000,0.210,0.000,0.000,0.212,0.000,0.000,0.000,0.000
ENSP00000341206,20.000,0.214,29332.246,0.000,0.216,0.000,0.000,0.000,0.000
ENSP00000341208,22.000,0.220,21011.097,0.000,0.225,0.000,0.000,0.000,0.000
ENSP00000341214,8.000,0.220,5793.789,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000341243,6.000,0.189,7578.306,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000341247,2.000,0.187,0.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000341268,16.000,0.227,5223.409,0.001,0.233,0.001,0.001,0.000,0.000
ENSP00000341280,6.000,0.210,989.319,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000341289,12.000,0.220,263.075,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000341292,16.000,0.215,0.000,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000341324,28.000,0.223,330.199,0.028,0.228,0.028,0.028,0.000,0.000
ENSP00000341346,4.000,0.183,0.000,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000341351,36.000,0.226,58578.538,0.000,0.229,0.000,0.000,0.000,0.000
ENSP00000341361,12.000,0.186,32920.001,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000341382,18.000,0.221,58613.911,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000341422,8.000,0.203,13239.709,0.000,0.206,0.000,0.000,0.000,0.000
ENSP00000341483,12.000,0.210,25110.908,0.008,0.213,0.008,0.008,0.000,0.000
ENSP00000341490,4.000,0.206,1080.567,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000341524,2.000,0.190,0.000,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000341550,18.000,0.216,46742.357,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000341551,6.000,0.199,263.894,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000341562,100.000,0.260,159933.149,0.021,0.273,0.021,0.021,0.000,0.000
ENSP00000341564,14.000,0.209,15604.008,0.000,0.211,0.000,0.000,0.000,0.000
ENSP00000341610,14.000,0.236,12797.808,0.000,0.241,0.000,0.000,0.000,0.000
ENSP00000341625,2.000,0.190,0.000,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000341637,4.000,0.190,15082.658,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000341662,10.000,0.202,8166.853,0.000,0.205,0.000,0.000,0.000,0.000
ENSP00000341680,20.000,0.211,75375.962,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000341743,12.000,0.192,10221.999,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000341765,12.000,0.210,67895.012,0.000,0.212,0.000,0.000,0.000,0.000
ENSP00000341779,22.000,0.218,49633.308,0.000,0.221,0.000,0.000,0.000,0.000
ENSP00000341785,18.000,0.212,48732.791,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000341787,12.000,0.186,4096.899,0.000,0.185,0.000,0.000,0.000,0.000
ENSP00000341803,6.000,0.178,5685.754,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000341805,22.000,0.200,19437.563,0.000,0.202,0.000,0.000,0.000,0.000
ENSP00000341815,16.000,0.184,230.501,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000341819,28.000,0.204,81422.682,0.000,0.205,0.000,0.000,0.000,0.000
ENSP00000341821,20.000,0.184,700.073,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000341826,28.000,0.196,7355.713,0.000,0.197,0.000,0.000,0.000,0.000
ENSP00000341838,26.000,0.199,11436.982,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000341885,10.000,0.181,0.000,0.000,0.181,0.000,0.000,0.000,0.000
ENSP00000341911,26.000,0.215,88770.374,0.000,0.217,0.000,0.000,0.000,0.000
ENSP00000341940,8.000,0.186,7074.103,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000341947,14.000,0.194,18172.606,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000341957,8.000,0.174,286.613,0.000,0.173,0.000,0.000,0.000,0.000
ENSP00000341963,8.000,0.203,37288.669,0.000,0.205,0.000,0.000,0.000,0.000
ENSP00000341992,18.000,0.213,143974.497,0.000,0.216,0.000,0.000,0.000,0.000
ENSP00000342002,26.000,0.220,19102.676,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000342007,4.000,0.217,285.746,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000342015,20.000,0.238,17523.725,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000342023,10.000,0.220,5117.187,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000342056,26.000,0.221,51605.616,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000342082,18.000,0.221,9274.890,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000342097,8.000,0.217,42302.428,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000342098,2.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000342105,4.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000342109,4.000,0.160,0.000,0.000,0.158,0.000,0.000,0.000,0.000
ENSP00000342114,16.000,0.190,14461.108,0.000,0.190,0.000,0.000,0.000,0.000
ENSP00000342136,14.000,0.214,24707.990,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000342143,10.000,0.194,1838.213,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000342144,2.000,0.174,0.000,0.000,0.173,0.000,0.000,0.000,0.000
ENSP00000342156,8.000,0.211,50666.000,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000342169,32.000,0.221,185744.471,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000342197,10.000,0.221,1306.488,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000342215,8.000,0.220,1057.100,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000342222,4.000,0.160,426.975,0.000,0.158,0.000,0.000,0.000,0.000
ENSP00000342235,16.000,0.188,5844.378,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000342262,2.000,0.214,0.000,0.000,0.215,0.000,0.000,0.000,0.000
ENSP00000342267,4.000,0.191,1625.424,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000342276,8.000,0.192,6373.257,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000342278,2.000,0.156,0.000,0.000,0.155,0.000,0.000,0.000,0.000
ENSP00000342295,6.000,0.185,25406.054,0.000,0.185,0.000,0.000,0.000,0.000
ENSP00000342307,8.000,0.199,6920.451,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000342331,22.000,0.191,5524.180,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000342351,6.000,0.164,0.000,0.000,0.163,0.000,0.000,0.000,0.000
ENSP00000342374,16.000,0.176,10755.059,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000342385,12.000,0.180,15433.002,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000342392,8.000,0.164,21.033,0.000,0.163,0.000,0.000,0.000,0.000
ENSP00000342434,4.000,0.177,665.684,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000342501,8.000,0.185,7493.839,0.000,0.185,0.000,0.000,0.000,0.000
ENSP00000342502,20.000,0.217,33394.443,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000342510,10.000,0.202,16.818,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000342513,26.000,0.215,46524.341,0.000,0.217,0.000,0.000,0.000,0.000
ENSP00000342538,12.000,0.209,818.092,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000342609,4.000,0.179,1096.383,0.000,0.178,0.000,0.000,0.000,0.000
ENSP00000342637,22.000,0.264,60465.641,0.001,0.271,0.001,0.001,0.000,0.000
ENSP00000342676,8.000,0.210,8927.764,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000342681,12.000,0.217,28152.721,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000342699,20.000,0.234,1342.197,0.000,0.237,0.000,0.000,0.000,0.000
ENSP00000342710,2.000,0.193,0.000,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000342755,22.000,0.226,66652.808,0.000,0.229,0.000,0.000,0.000,0.000
ENSP00000342778,10.000,0.221,6447.292,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000342793,6.000,0.190,36.712,0.000,0.190,0.000,0.000,0.000,0.000
ENSP00000342812,6.000,0.187,0.000,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000342848,12.000,0.171,25394.767,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000342850,22.000,0.204,104786.558,0.000,0.206,0.000,0.000,0.000,0.000
ENSP00000342858,10.000,0.171,60.767,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000342889,10.000,0.171,60.767,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000342924,2.000,0.146,0.000,0.000,0.144,0.000,0.000,0.000,0.000
ENSP00000342931,12.000,0.199,44986.602,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000342981,8.000,0.169,0.000,0.000,0.169,0.000,0.000,0.000,0.000
ENSP00000343001,12.000,0.207,610.531,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000343002,28.000,0.239,36694.205,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000343023,28.000,0.210,51207.675,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000343054,4.000,0.235,2376.868,0.000,0.238,0.000,0.000,0.000,0.000
ENSP00000343081,4.000,0.202,526.282,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000343103,38.000,0.255,48420.968,0.012,0.265,0.012,0.012,0.000,0.000
ENSP00000343118,36.000,0.239,27654.580,0.004,0.245,0.004,0.004,0.000,0.000
ENSP00000343129,12.000,0.230,14033.206,0.002,0.233,0.002,0.002,0.000,0.000
ENSP00000343140,52.000,0.263,229911.798,0.001,0.270,0.001,0.001,0.000,0.000
ENSP00000343144,26.000,0.237,36322.018,0.002,0.243,0.002,0.002,0.000,0.000
ENSP00000343158,2.000,0.230,0.000,0.006,0.237,0.006,0.006,0.000,0.000
ENSP00000343190,4.000,0.136,1289.714,0.000,0.134,0.000,0.000,0.000,0.000
ENSP00000343200,4.000,0.150,12384.205,0.000,0.148,0.000,0.000,0.000,0.000
ENSP00000343223,2.000,0.192,0.000,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000343273,2.000,0.183,0.000,0.000,0.182,0.000,0.000,0.000,0.000
ENSP00000343288,12.000,0.224,29264.639,0.000,0.226,0.000,0.000,0.000,0.000
ENSP00000343290,14.000,0.185,8526.305,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000343325,16.000,0.183,12568.442,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000343331,12.000,0.166,93.631,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000343339,14.000,0.189,64042.356,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000343405,14.000,0.166,93.965,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000343412,18.000,0.190,23366.781,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000343428,12.000,0.166,93.631,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000343435,6.000,0.212,25334.000,0.000,0.215,0.000,0.000,0.000,0.000
ENSP00000343445,2.000,0.175,0.000,0.000,0.174,0.000,0.000,0.000,0.000
ENSP00000343479,40.000,0.227,243959.750,0.000,0.234,0.000,0.000,0.000,0.000
ENSP00000343490,2.000,0.171,0.000,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000343497,24.000,0.225,52771.405,0.000,0.230,0.000,0.000,0.000,0.000
ENSP00000343505,6.000,0.207,234.478,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000343515,6.000,0.225,2965.881,0.000,0.229,0.000,0.000,0.000,0.000
ENSP00000343526,2.000,0.199,0.000,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000343535,10.000,0.212,177.471,0.000,0.215,0.000,0.000,0.000,0.000
ENSP00000343552,4.000,0.202,0.000,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000343577,30.000,0.228,44100.178,0.000,0.232,0.000,0.000,0.000,0.000
ENSP00000343619,2.000,0.199,0.000,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000343635,2.000,0.199,0.000,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000343636,2.000,0.171,0.000,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000343656,2.000,0.131,0.000,0.000,0.129,0.000,0.000,0.000,0.000
ENSP00000343657,10.000,0.151,25514.451,0.000,0.150,0.000,0.000,0.000,0.000
ENSP00000343658,42.000,0.256,45792.522,0.000,0.262,0.000,0.000,0.000,0.000
ENSP00000343676,24.000,0.233,14.664,0.000,0.238,0.000,0.000,0.000,0.000
ENSP00000343690,40.000,0.238,54661.980,0.000,0.244,0.000,0.000,0.000,0.000
ENSP00000343701,26.000,0.234,299.650,0.000,0.239,0.000,0.000,0.000,0.000
ENSP00000343706,28.000,0.237,17170.249,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000343741,24.000,0.233,1745.083,0.000,0.239,0.000,0.000,0.000,0.000
ENSP00000343742,26.000,0.237,16859.381,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000343782,22.000,0.233,1.322,0.000,0.238,0.000,0.000,0.000,0.000
ENSP00000343818,36.000,0.266,227407.959,0.012,0.276,0.012,0.012,0.000,0.000
ENSP00000343838,38.000,0.241,40597.327,0.000,0.246,0.000,0.000,0.000,0.000
ENSP00000343867,2.000,0.171,0.000,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000343896,2.000,0.171,0.000,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000343899,6.000,0.209,10277.197,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000343900,30.000,0.203,41802.024,0.000,0.205,0.000,0.000,0.000,0.000
ENSP00000343925,32.000,0.208,26406.781,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000343952,12.000,0.222,89764.446,0.000,0.225,0.000,0.000,0.000,0.000
ENSP00000343957,8.000,0.182,58603.572,0.000,0.182,0.000,0.000,0.000,0.000
ENSP00000343966,6.000,0.202,698.853,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000344087,20.000,0.227,20469.200,0.000,0.230,0.000,0.000,0.000,0.000
ENSP00000344125,12.000,0.216,2840.230,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000344166,16.000,0.199,14390.485,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000344208,12.000,0.221,50495.932,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000344215,16.000,0.195,9221.084,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000344220,18.000,0.233,89443.061,0.000,0.236,0.000,0.000,0.000,0.000
ENSP00000344223,6.000,0.167,0.000,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000344241,8.000,0.201,1885.948,0.000,0.202,0.000,0.000,0.000,0.000
ENSP00000344299,12.000,0.192,2245.150,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000344314,16.000,0.230,94352.581,0.000,0.236,0.000,0.000,0.000,0.000
ENSP00000344352,12.000,0.193,6653.938,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000344392,30.000,0.245,76670.692,0.002,0.250,0.002,0.002,0.000,0.000
ENSP00000344393,14.000,0.233,13702.547,0.000,0.236,0.000,0.000,0.000,0.000
ENSP00000344401,12.000,0.224,11199.052,0.000,0.227,0.000,0.000,0.000,0.000
ENSP00000344411,28.000,0.230,181351.213,0.000,0.234,0.000,0.000,0.000,0.000
ENSP00000344432,20.000,0.212,11697.993,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000344458,22.000,0.231,27663.911,0.000,0.234,0.000,0.000,0.000,0.000
ENSP00000344468,8.000,0.221,5389.500,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000344479,20.000,0.231,21366.736,0.000,0.234,0.000,0.000,0.000,0.000
ENSP00000344488,20.000,0.215,39217.777,0.000,0.217,0.000,0.000,0.000,0.000
ENSP00000344503,24.000,0.231,27665.111,0.000,0.234,0.000,0.000,0.000,0.000
ENSP00000344504,2.000,0.197,0.000,0.000,0.197,0.000,0.000,0.000,0.000
ENSP00000344544,34.000,0.194,2871.714,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000344547,48.000,0.226,296804.585,0.000,0.230,0.000,0.000,0.000,0.000
ENSP00000344562,24.000,0.191,111.545,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000344572,42.000,0.196,68765.146,0.000,0.197,0.000,0.000,0.000,0.000
ENSP00000344579,28.000,0.194,39717.082,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000344609,32.000,0.192,407.422,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000344635,26.000,0.191,136.495,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000344666,28.000,0.191,20068.241,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000344674,28.000,0.192,2426.963,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000344724,32.000,0.192,407.422,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000344741,12.000,0.215,31541.772,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000344749,32.000,0.194,2312.922,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000344758,34.000,0.192,25741.422,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000344782,6.000,0.208,2206.962,0.002,0.211,0.002,0.002,0.000,0.000
ENSP00000344786,6.000,0.194,355.466,0.000,0.196,0.000,0.000,0.000,0.000
ENSP00000344794,10.000,0.191,1816.836,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000344819,12.000,0.197,2165.921,0.000,0.198,0.000,0.000,0.000,0.000
ENSP00000344820,20.000,0.206,86077.689,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000344855,14.000,0.197,14831.921,0.000,0.198,0.000,0.000,0.000,0.000
ENSP00000344866,18.000,0.200,15722.199,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000344903,14.000,0.197,14831.921,0.000,0.198,0.000,0.000,0.000,0.000
ENSP00000344942,28.000,0.233,11531.765,0.000,0.238,0.000,0.000,0.000,0.000
ENSP00000344967,26.000,0.243,11961.511,0.000,0.248,0.000,0.000,0.000,0.000
ENSP00000345001,20.000,0.229,41527.600,0.000,0.234,0.000,0.000,0.000,0.000
ENSP00000345008,30.000,0.237,9529.117,0.000,0.241,0.000,0.000,0.000,0.000
ENSP00000345023,24.000,0.239,21327.463,0.000,0.244,0.000,0.000,0.000,0.000
ENSP00000345055,6.000,0.201,17.947,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000345064,4.000,0.210,0.000,0.000,0.211,0.000,0.000,0.000,0.000
ENSP00000345083,2.000,0.195,0.000,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000345096,4.000,0.208,235.762,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000345107,10.000,0.213,25438.273,0.000,0.215,0.000,0.000,0.000,0.000
ENSP00000345147,10.000,0.213,25438.273,0.000,0.215,0.000,0.000,0.000,0.000
ENSP00000345179,36.000,0.271,415781.269,0.005,0.280,0.005,0.005,0.000,0.000
ENSP00000345192,8.000,0.178,0.000,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000345193,16.000,0.195,53423.711,0.000,0.196,0.000,0.000,0.000,0.000
ENSP00000345195,10.000,0.178,294.704,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000345206,36.000,0.235,44062.668,0.000,0.239,0.000,0.000,0.000,0.000
ENSP00000345243,26.000,0.234,144745.585,0.000,0.238,0.000,0.000,0.000,0.000
ENSP00000345259,28.000,0.219,14957.355,0.000,0.222,0.000,0.000,0.000,0.000
ENSP00000345270,18.000,0.216,656.543,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000345282,46.000,0.241,119712.793,0.000,0.246,0.000,0.000,0.000,0.000
ENSP00000345292,30.000,0.238,30337.856,0.000,0.242,0.000,0.000,0.000,0.000
ENSP00000345333,22.000,0.226,42443.485,0.000,0.229,0.000,0.000,0.000,0.000
ENSP00000345341,26.000,0.220,76307.396,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000345344,34.000,0.231,63214.823,0.000,0.235,0.000,0.000,0.000,0.000
ENSP00000345347,12.000,0.208,3141.081,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000345359,52.000,0.230,116341.530,0.000,0.234,0.000,0.000,0.000,0.000
ENSP00000345361,48.000,0.232,119646.029,0.000,0.236,0.000,0.000,0.000,0.000
ENSP00000345412,8.000,0.194,182.129,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000345436,4.000,0.214,0.000,0.000,0.217,0.000,0.000,0.000,0.000
ENSP00000345445,28.000,0.245,22514.458,0.005,0.253,0.005,0.005,0.000,0.000
ENSP00000345464,24.000,0.238,64982.039,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000345492,44.000,0.242,101879.583,0.000,0.249,0.000,0.000,0.000,0.000
ENSP00000345502,4.000,0.750,4.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000345571,2.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000345575,4.000,0.750,4.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000345656,12.000,0.204,1330.938,0.000,0.206,0.000,0.000,0.000,0.000
ENSP00000345659,18.000,0.201,1457.881,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000345667,46.000,0.222,38301.290,0.000,0.228,0.000,0.000,0.000,0.000
ENSP00000345672,10.000,0.212,53493.594,0.000,0.215,0.000,0.000,0.000,0.000
ENSP00000345681,26.000,0.219,15761.205,0.000,0.222,0.000,0.000,0.000,0.000
ENSP00000345702,24.000,0.227,102827.870,0.000,0.231,0.000,0.000,0.000,0.000
ENSP00000345708,10.000,0.202,2513.020,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000345719,18.000,0.248,52309.872,0.000,0.253,0.000,0.000,0.000,0.000
ENSP00000345728,30.000,0.220,120322.083,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000345731,4.000,0.208,0.000,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000345751,38.000,0.250,184523.288,0.004,0.258,0.004,0.004,0.000,0.000
ENSP00000345752,42.000,0.217,110261.243,0.000,0.220,0.000,0.000,0.000,0.000
