Proteins,Degree,Closeness,Betweenness,Eigenvector,Harmonic,Hub_Score,Authority_Score,Page_Rank,Power_Centrality
ENSP00000334374,16.000,0.182,5749.006,0.000,0.182,0.000,0.000,0.000,0.000
ENSP00000334382,8.000,0.179,945.112,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000334410,24.000,0.192,73440.959,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000334415,26.000,0.217,163273.036,0.000,0.220,0.000,0.000,0.000,0.000
ENSP00000334448,2.000,0.198,0.000,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000334463,16.000,0.209,121289.734,0.000,0.211,0.000,0.000,0.000,0.000
ENSP00000334472,4.000,0.199,0.000,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000334538,36.000,0.233,8366.490,0.000,0.239,0.000,0.000,0.000,0.000
ENSP00000334547,2.000,0.198,0.000,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000334564,16.000,0.211,125956.323,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000334592,12.000,0.179,3110.001,0.000,0.178,0.000,0.000,0.000,0.000
ENSP00000334642,4.000,0.171,0.000,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000334644,6.000,0.200,24549.087,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000334650,14.000,0.205,56819.362,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000334657,8.000,0.204,42218.049,0.000,0.206,0.000,0.000,0.000,0.000
ENSP00000334665,6.000,0.173,395.114,0.000,0.172,0.000,0.000,0.000,0.000
ENSP00000334675,28.000,0.224,88695.965,0.000,0.229,0.000,0.000,0.000,0.000
ENSP00000334681,54.000,0.244,179410.562,0.006,0.253,0.006,0.006,0.000,0.000
ENSP00000334767,12.000,0.201,9924.827,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000334785,44.000,0.244,119174.931,0.006,0.253,0.006,0.006,0.000,0.000
ENSP00000334805,18.000,0.225,63618.248,0.000,0.229,0.000,0.000,0.000,0.000
ENSP00000334808,14.000,0.187,15131.403,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000334836,16.000,0.198,17027.323,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000334844,2.000,0.198,0.000,0.000,0.198,0.000,0.000,0.000,0.000
ENSP00000334851,42.000,0.228,13239.003,0.000,0.232,0.000,0.000,0.000,0.000
ENSP00000334854,32.000,0.211,3872.067,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000334866,36.000,0.227,6897.043,0.000,0.230,0.000,0.000,0.000,0.000
ENSP00000334869,54.000,0.235,112284.485,0.002,0.240,0.002,0.002,0.000,0.000
ENSP00000334876,38.000,0.227,44728.092,0.000,0.231,0.000,0.000,0.000,0.000
ENSP00000334910,38.000,0.232,20704.295,0.000,0.236,0.000,0.000,0.000,0.000
ENSP00000334928,26.000,0.209,37415.492,0.000,0.212,0.000,0.000,0.000,0.000
ENSP00000334938,42.000,0.237,44704.794,0.000,0.241,0.000,0.000,0.000,0.000
ENSP00000334940,8.000,0.218,4725.259,0.000,0.222,0.000,0.000,0.000,0.000
ENSP00000334941,46.000,0.240,328796.304,0.000,0.246,0.000,0.000,0.000,0.000
ENSP00000334958,6.000,0.217,3.891,0.000,0.221,0.000,0.000,0.000,0.000
ENSP00000334996,54.000,0.224,65053.830,0.000,0.229,0.000,0.000,0.000,0.000
ENSP00000335008,24.000,0.225,10269.363,0.000,0.230,0.000,0.000,0.000,0.000
ENSP00000335044,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000335055,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000335062,12.000,0.187,9416.290,0.000,0.187,0.000,0.000,0.000,0.000
ENSP00000335074,4.000,0.160,305.604,0.000,0.159,0.000,0.000,0.000,0.000
ENSP00000335076,38.000,0.209,307243.413,0.000,0.211,0.000,0.000,0.000,0.000
ENSP00000335082,16.000,0.188,15094.431,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000335091,12.000,0.214,103654.056,0.000,0.216,0.000,0.000,0.000,0.000
ENSP00000335094,10.000,0.177,49666.844,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000335153,12.000,0.177,65382.623,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000335193,16.000,0.214,157210.628,0.000,0.217,0.000,0.000,0.000,0.000
ENSP00000335196,42.000,0.219,16246.229,0.004,0.224,0.004,0.004,0.000,0.000
ENSP00000335203,50.000,0.218,39749.916,0.004,0.223,0.004,0.004,0.000,0.000
ENSP00000335246,2.000,0.202,0.000,0.000,0.204,0.000,0.000,0.000,0.000
ENSP00000335261,4.000,0.140,50664.000,0.000,0.137,0.000,0.000,0.000,0.000
ENSP00000335281,4.000,0.123,25334.000,0.000,0.120,0.000,0.000,0.000,0.000
ENSP00000335292,4.000,0.162,75990.000,0.000,0.160,0.000,0.000,0.000,0.000
ENSP00000335304,16.000,0.212,8737.864,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000335306,18.000,0.200,3616.310,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000335307,14.000,0.184,8490.440,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000335320,16.000,0.188,18477.030,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000335321,8.000,0.150,0.667,0.000,0.148,0.000,0.000,0.000,0.000
ENSP00000335325,6.000,0.150,0.000,0.000,0.148,0.000,0.000,0.000,0.000
ENSP00000335357,8.000,0.176,25328.000,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000335358,10.000,0.176,50656.667,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000335371,8.000,0.150,0.667,0.000,0.148,0.000,0.000,0.000,0.000
ENSP00000335382,10.000,0.221,733.600,0.004,0.225,0.004,0.004,0.000,0.000
ENSP00000335384,12.000,0.215,356.072,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000335397,8.000,0.219,36575.560,0.000,0.221,0.000,0.000,0.000,0.000
ENSP00000335463,6.000,0.176,3032.625,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000335481,10.000,0.173,5966.750,0.000,0.173,0.000,0.000,0.000,0.000
ENSP00000335503,32.000,0.200,63559.203,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000335557,2.000,0.159,0.000,0.000,0.158,0.000,0.000,0.000,0.000
ENSP00000335560,18.000,0.189,38336.123,0.000,0.190,0.000,0.000,0.000,0.000
ENSP00000335595,26.000,0.221,34394.062,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000335605,6.000,0.214,1911.491,0.000,0.216,0.000,0.000,0.000,0.000
ENSP00000335614,48.000,0.242,213581.169,0.000,0.246,0.000,0.000,0.000,0.000
ENSP00000335620,34.000,0.236,67737.028,0.000,0.240,0.000,0.000,0.000,0.000
ENSP00000335628,4.000,0.196,0.000,0.000,0.196,0.000,0.000,0.000,0.000
ENSP00000335632,14.000,0.215,33641.942,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000335636,6.000,0.204,311.633,0.000,0.204,0.000,0.000,0.000,0.000
ENSP00000335655,6.000,0.213,2185.124,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000335677,8.000,0.241,14987.556,0.000,0.245,0.000,0.000,0.000,0.000
ENSP00000335808,16.000,0.243,47765.219,0.000,0.247,0.000,0.000,0.000,0.000
ENSP00000336127,6.000,0.213,1241.907,0.000,0.215,0.000,0.000,0.000,0.000
ENSP00000336524,68.000,0.259,108845.858,0.003,0.268,0.003,0.003,0.000,0.000
ENSP00000336528,16.000,0.221,60962.041,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000336571,24.000,0.267,39830.529,0.012,0.277,0.012,0.012,0.000,0.000
ENSP00000336587,2.000,0.201,0.000,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000336606,34.000,0.221,103965.254,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000336655,44.000,0.258,81074.154,0.001,0.266,0.001,0.001,0.000,0.000
ENSP00000336666,6.000,0.206,298.165,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000336687,24.000,0.255,47644.699,0.000,0.261,0.000,0.000,0.000,0.000
ENSP00000336701,6.000,0.226,8384.907,0.000,0.229,0.000,0.000,0.000,0.000
ENSP00000336702,8.000,0.212,20200.584,0.000,0.215,0.000,0.000,0.000,0.000
ENSP00000336712,16.000,0.219,32360.722,0.000,0.221,0.000,0.000,0.000,0.000
ENSP00000336721,16.000,0.222,21285.984,0.000,0.225,0.000,0.000,0.000,0.000
ENSP00000336724,20.000,0.222,12155.134,0.000,0.225,0.000,0.000,0.000,0.000
ENSP00000336733,6.000,0.210,12290.427,0.000,0.212,0.000,0.000,0.000,0.000
ENSP00000336740,18.000,0.236,121388.715,0.000,0.240,0.000,0.000,0.000,0.000
ENSP00000336741,44.000,0.249,116945.529,0.000,0.255,0.000,0.000,0.000,0.000
ENSP00000336747,32.000,0.242,180224.988,0.000,0.248,0.000,0.000,0.000,0.000
ENSP00000336750,2.000,0.201,0.000,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000336752,6.000,0.201,10072.641,0.000,0.202,0.000,0.000,0.000,0.000
ENSP00000336762,72.000,0.238,4514.260,0.008,0.247,0.008,0.008,0.000,0.000
ENSP00000336769,8.000,0.217,0.000,0.000,0.221,0.000,0.000,0.000,0.000
ENSP00000336775,22.000,0.228,430.685,0.000,0.233,0.000,0.000,0.000,0.000
ENSP00000336783,82.000,0.241,12875.654,0.008,0.250,0.008,0.008,0.000,0.000
ENSP00000336790,28.000,0.230,1303.118,0.001,0.235,0.001,0.001,0.000,0.000
ENSP00000336799,82.000,0.242,18479.469,0.010,0.252,0.010,0.010,0.000,0.000
ENSP00000336800,14.000,0.217,14168.058,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000336817,16.000,0.214,39548.598,0.000,0.216,0.000,0.000,0.000,0.000
ENSP00000336829,30.000,0.217,65357.576,0.000,0.222,0.000,0.000,0.000,0.000
ENSP00000336831,12.000,0.204,824.829,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000336842,14.000,0.218,23871.826,0.000,0.220,0.000,0.000,0.000,0.000
ENSP00000336866,32.000,0.209,57872.474,0.000,0.211,0.000,0.000,0.000,0.000
ENSP00000336868,20.000,0.211,9063.601,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000336887,26.000,0.210,33447.174,0.000,0.212,0.000,0.000,0.000,0.000
ENSP00000336894,8.000,0.201,237.054,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000336914,2.000,0.162,0.000,0.000,0.160,0.000,0.000,0.000,0.000
ENSP00000336923,16.000,0.193,41678.976,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000336931,8.000,0.219,705.108,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000337014,20.000,0.231,23055.893,0.000,0.235,0.000,0.000,0.000,0.000
ENSP00000337040,30.000,0.207,75529.564,0.000,0.211,0.000,0.000,0.000,0.000
ENSP00000337053,30.000,0.193,2635.801,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000337060,26.000,0.191,52098.515,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000337065,28.000,0.190,34390.572,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000337088,38.000,0.214,11618.027,0.001,0.219,0.001,0.001,0.000,0.000
ENSP00000337103,30.000,0.205,7259.876,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000337128,2.000,0.190,0.000,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000337168,2.000,0.172,0.000,0.000,0.171,0.000,0.000,0.000,0.000
ENSP00000337180,8.000,0.208,69976.981,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000337194,70.000,0.279,594827.720,0.001,0.289,0.001,0.001,0.000,0.000
ENSP00000337224,62.000,0.259,332084.757,0.000,0.267,0.000,0.000,0.000,0.000
ENSP00000337226,10.000,0.203,66912.076,0.000,0.205,0.000,0.000,0.000,0.000
ENSP00000337261,18.000,0.180,64923.201,0.000,0.181,0.000,0.000,0.000,0.000
ENSP00000337289,4.000,0.165,0.000,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000337332,6.000,0.198,50664.000,0.000,0.198,0.000,0.000,0.000,0.000
ENSP00000337335,4.000,0.165,0.000,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000337353,22.000,0.239,83761.245,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000337354,36.000,0.238,73615.724,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000337358,16.000,0.211,55379.030,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000337368,6.000,0.205,0.000,0.000,0.206,0.000,0.000,0.000,0.000
ENSP00000337383,10.000,0.216,5257.781,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000337393,2.000,0.193,0.000,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000337425,6.000,0.220,0.000,0.000,0.222,0.000,0.000,0.000,0.000
ENSP00000337432,8.000,0.201,2992.320,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000337439,16.000,0.203,12163.956,0.000,0.206,0.000,0.000,0.000,0.000
ENSP00000337443,4.000,0.212,4093.105,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000337445,2.000,0.174,0.000,0.000,0.173,0.000,0.000,0.000,0.000
ENSP00000337446,12.000,0.235,1335.472,0.000,0.238,0.000,0.000,0.000,0.000
ENSP00000337450,18.000,0.229,56970.657,0.006,0.235,0.006,0.006,0.000,0.000
ENSP00000337451,20.000,0.238,59240.563,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000337452,26.000,0.237,43976.708,0.000,0.242,0.000,0.000,0.000,0.000
ENSP00000337477,10.000,0.199,1.769,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000337500,34.000,0.243,136158.557,0.000,0.248,0.000,0.000,0.000,0.000
ENSP00000337510,48.000,0.259,110440.927,0.005,0.267,0.005,0.005,0.000,0.000
ENSP00000337512,2.000,0.158,0.000,0.000,0.156,0.000,0.000,0.000,0.000
ENSP00000337513,10.000,0.188,184182.581,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000337587,30.000,0.252,85404.923,0.000,0.257,0.000,0.000,0.000,0.000
ENSP00000337598,14.000,0.206,14114.723,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000337618,16.000,0.211,44525.174,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000337623,4.000,0.187,0.000,0.000,0.187,0.000,0.000,0.000,0.000
ENSP00000337632,10.000,0.210,2053.261,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000337641,4.000,0.175,12419.703,0.000,0.174,0.000,0.000,0.000,0.000
ENSP00000337675,24.000,0.224,17818.144,0.000,0.228,0.000,0.000,0.000,0.000
ENSP00000337688,6.000,0.221,9926.799,0.005,0.225,0.005,0.005,0.000,0.000
ENSP00000337691,16.000,0.237,1366.191,0.000,0.242,0.000,0.000,0.000,0.000
ENSP00000337701,12.000,0.208,6864.357,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000337731,50.000,0.242,174961.794,0.000,0.249,0.000,0.000,0.000,0.000
ENSP00000337733,38.000,0.246,191150.790,0.000,0.253,0.000,0.000,0.000,0.000
ENSP00000337797,8.000,0.188,561.529,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000337804,32.000,0.232,44666.628,0.000,0.237,0.000,0.000,0.000,0.000
ENSP00000337816,14.000,0.177,44244.031,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000337838,16.000,0.212,110459.244,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000337850,10.000,0.185,16648.566,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000337852,6.000,0.161,12748.554,0.000,0.160,0.000,0.000,0.000,0.000
ENSP00000337854,6.000,0.161,12748.554,0.000,0.160,0.000,0.000,0.000,0.000
ENSP00000337889,10.000,0.183,30977.276,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000337907,6.000,0.155,13408.558,0.000,0.154,0.000,0.000,0.000,0.000
ENSP00000337946,6.000,0.161,12748.554,0.000,0.160,0.000,0.000,0.000,0.000
ENSP00000337949,12.000,0.191,22065.537,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000337972,12.000,0.185,59927.144,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000337976,6.000,0.171,2777.558,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000337991,8.000,0.188,10561.361,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000338010,8.000,0.217,10810.849,0.000,0.220,0.000,0.000,0.000,0.000
ENSP00000338019,12.000,0.223,21238.073,0.000,0.226,0.000,0.000,0.000,0.000
ENSP00000338030,16.000,0.204,13329.282,0.000,0.206,0.000,0.000,0.000,0.000
ENSP00000338039,4.000,0.192,0.000,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000338057,6.000,0.190,1331.285,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000338082,26.000,0.196,96899.577,0.000,0.198,0.000,0.000,0.000,0.000
ENSP00000338093,2.000,0.206,0.000,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000338130,34.000,0.241,14164.722,0.000,0.247,0.000,0.000,0.000,0.000
ENSP00000338157,6.000,0.195,0.000,0.000,0.196,0.000,0.000,0.000,0.000
ENSP00000338171,38.000,0.244,22827.512,0.000,0.251,0.000,0.000,0.000,0.000
ENSP00000338173,12.000,0.209,1104.797,0.000,0.212,0.000,0.000,0.000,0.000
ENSP00000338185,8.000,0.192,7.116,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000338186,8.000,0.192,7.116,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000338191,12.000,0.227,25757.193,0.000,0.230,0.000,0.000,0.000,0.000
ENSP00000338207,2.000,0.189,0.000,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000338235,36.000,0.231,329100.444,0.000,0.235,0.000,0.000,0.000,0.000
ENSP00000338258,12.000,0.197,3225.399,0.000,0.198,0.000,0.000,0.000,0.000
ENSP00000338272,4.000,0.219,1910.773,0.001,0.221,0.001,0.001,0.000,0.000
ENSP00000338283,38.000,0.235,40451.002,0.000,0.239,0.000,0.000,0.000,0.000
ENSP00000338330,6.000,0.205,2701.646,0.000,0.206,0.000,0.000,0.000,0.000
ENSP00000338343,18.000,0.225,34497.685,0.000,0.228,0.000,0.000,0.000,0.000
ENSP00000338348,38.000,0.231,95461.268,0.000,0.235,0.000,0.000,0.000,0.000
ENSP00000338389,22.000,0.253,39667.650,0.000,0.259,0.000,0.000,0.000,0.000
ENSP00000338413,10.000,0.217,2706.745,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000338487,2.000,0.180,0.000,0.000,0.180,0.000,0.000,0.000,0.000
ENSP00000338533,8.000,0.211,3826.253,0.000,0.212,0.000,0.000,0.000,0.000
ENSP00000338562,12.000,0.203,0.000,0.000,0.204,0.000,0.000,0.000,0.000
ENSP00000338572,12.000,0.203,0.000,0.000,0.204,0.000,0.000,0.000,0.000
ENSP00000338624,28.000,0.231,21612.416,0.000,0.235,0.000,0.000,0.000,0.000
ENSP00000338629,14.000,0.213,1866.183,0.000,0.215,0.000,0.000,0.000,0.000
ENSP00000338641,48.000,0.250,125301.925,0.000,0.256,0.000,0.000,0.000,0.000
ENSP00000338648,38.000,0.245,56957.508,0.000,0.250,0.000,0.000,0.000,0.000
ENSP00000338671,16.000,0.208,7411.725,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000338673,10.000,0.174,1517.199,0.000,0.173,0.000,0.000,0.000,0.000
ENSP00000338727,26.000,0.217,61382.370,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000338728,2.000,0.165,0.000,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000338766,16.000,0.205,45601.359,0.000,0.206,0.000,0.000,0.000,0.000
ENSP00000338769,36.000,0.237,3219.749,0.001,0.243,0.001,0.001,0.000,0.000
ENSP00000338777,6.000,0.199,27765.883,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000338785,6.000,0.187,1187.539,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000338788,2.000,0.166,0.000,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000338796,12.000,0.200,20705.215,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000338806,20.000,0.209,66952.315,0.000,0.211,0.000,0.000,0.000,0.000
ENSP00000338814,8.000,0.198,1151.095,0.000,0.198,0.000,0.000,0.000,0.000
ENSP00000338844,44.000,0.242,274379.163,0.000,0.246,0.000,0.000,0.000,0.000
ENSP00000338860,14.000,0.193,70668.848,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000338862,34.000,0.231,266342.719,0.000,0.235,0.000,0.000,0.000,0.000
ENSP00000338864,20.000,0.238,61586.109,0.000,0.242,0.000,0.000,0.000,0.000
ENSP00000338927,6.000,0.176,237.522,0.000,0.174,0.000,0.000,0.000,0.000
ENSP00000338934,48.000,0.251,8033.345,0.004,0.259,0.004,0.004,0.000,0.000
ENSP00000338964,18.000,0.249,31216.801,0.000,0.255,0.000,0.000,0.000,0.000
ENSP00000338967,44.000,0.251,5596.691,0.004,0.259,0.004,0.004,0.000,0.000
ENSP00000338990,70.000,0.268,247313.503,0.008,0.278,0.008,0.008,0.000,0.000
ENSP00000339001,46.000,0.251,7880.406,0.004,0.259,0.004,0.004,0.000,0.000
ENSP00000339004,4.000,0.199,114.470,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000339017,22.000,0.230,54337.206,0.000,0.235,0.000,0.000,0.000,0.000
ENSP00000339030,18.000,0.237,42228.045,0.006,0.243,0.006,0.006,0.000,0.000
ENSP00000339063,10.000,0.218,2334.411,0.000,0.222,0.000,0.000,0.000,0.000
ENSP00000339090,28.000,0.218,17168.924,0.000,0.221,0.000,0.000,0.000,0.000
ENSP00000339109,12.000,0.221,34438.675,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000339145,34.000,0.247,50501.218,0.012,0.257,0.012,0.012,0.000,0.000
ENSP00000339186,6.000,0.182,0.000,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000339191,16.000,0.216,427.592,0.000,0.220,0.000,0.000,0.000,0.000
ENSP00000339208,14.000,0.234,4128.451,0.001,0.241,0.001,0.001,0.000,0.000
ENSP00000339238,28.000,0.222,6562.484,0.000,0.227,0.000,0.000,0.000,0.000
ENSP00000339250,6.000,0.182,0.000,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000339260,4.000,0.193,1726.589,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000339299,30.000,0.233,25307.032,0.001,0.239,0.001,0.001,0.000,0.000
ENSP00000339314,14.000,0.157,70912.789,0.000,0.156,0.000,0.000,0.000,0.000
ENSP00000339328,2.000,0.136,0.000,0.000,0.134,0.000,0.000,0.000,0.000
ENSP00000339381,8.000,0.161,19160.668,0.000,0.160,0.000,0.000,0.000,0.000
ENSP00000339389,6.000,0.136,17.265,0.000,0.134,0.000,0.000,0.000,0.000
ENSP00000339398,8.000,0.136,17.265,0.000,0.134,0.000,0.000,0.000,0.000
ENSP00000339404,8.000,0.136,17.265,0.000,0.134,0.000,0.000,0.000,0.000
ENSP00000339435,8.000,0.136,25351.265,0.000,0.134,0.000,0.000,0.000,0.000
ENSP00000339449,8.000,0.185,214841.997,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000339467,4.000,0.198,25334.000,0.000,0.197,0.000,0.000,0.000,0.000
ENSP00000339477,2.000,0.165,0.000,0.000,0.163,0.000,0.000,0.000,0.000
ENSP00000339495,12.000,0.246,53935.554,0.000,0.251,0.000,0.000,0.000,0.000
ENSP00000339524,2.000,0.230,0.000,0.006,0.237,0.006,0.006,0.000,0.000
ENSP00000339527,6.000,0.206,3011.892,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000339532,14.000,0.223,23751.320,0.000,0.225,0.000,0.000,0.000,0.000
ENSP00000339577,52.000,0.208,2548.784,0.000,0.212,0.000,0.000,0.000,0.000
ENSP00000339587,32.000,0.212,18493.773,0.000,0.216,0.000,0.000,0.000,0.000
ENSP00000339613,34.000,0.212,30023.580,0.001,0.215,0.001,0.001,0.000,0.000
ENSP00000339634,36.000,0.207,22251.913,0.000,0.211,0.000,0.000,0.000,0.000
ENSP00000339637,54.000,0.207,2906.991,0.000,0.211,0.000,0.000,0.000,0.000
ENSP00000339692,58.000,0.215,5471.757,0.001,0.219,0.001,0.001,0.000,0.000
ENSP00000339720,40.000,0.206,273.171,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000339723,22.000,0.187,8138.304,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000339730,62.000,0.210,18028.798,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000339754,64.000,0.228,35079.781,0.010,0.235,0.010,0.010,0.000,0.000
ENSP00000339764,42.000,0.233,70309.495,0.006,0.241,0.006,0.006,0.000,0.000
ENSP00000339787,34.000,0.199,324.540,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000339795,10.000,0.189,5629.367,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000339801,4.000,0.186,4399.699,0.000,0.185,0.000,0.000,0.000,0.000
ENSP00000339804,12.000,0.193,10222.922,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000339824,4.000,0.127,0.000,0.000,0.124,0.000,0.000,0.000,0.000
ENSP00000339826,4.000,0.127,0.000,0.000,0.124,0.000,0.000,0.000,0.000
ENSP00000339834,10.000,0.145,61371.814,0.000,0.143,0.000,0.000,0.000,0.000
ENSP00000339835,26.000,0.225,52270.973,0.000,0.227,0.000,0.000,0.000,0.000
ENSP00000339844,18.000,0.204,47802.317,0.000,0.206,0.000,0.000,0.000,0.000
ENSP00000339867,14.000,0.196,54348.700,0.000,0.197,0.000,0.000,0.000,0.000
ENSP00000339881,22.000,0.183,1115.747,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000339883,20.000,0.202,24715.394,0.000,0.204,0.000,0.000,0.000,0.000
ENSP00000339912,4.000,0.215,955.222,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000339916,20.000,0.203,19802.077,0.000,0.204,0.000,0.000,0.000,0.000
ENSP00000339917,20.000,0.202,42222.844,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000339933,2.000,0.178,0.000,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000339976,16.000,0.208,30912.482,0.002,0.211,0.002,0.002,0.000,0.000
ENSP00000339992,4.000,0.206,13994.015,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000340019,6.000,0.211,34236.545,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000340088,20.000,0.239,25989.803,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000340176,4.000,0.208,0.000,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000340200,18.000,0.233,6423.207,0.000,0.236,0.000,0.000,0.000,0.000
ENSP00000340211,18.000,0.227,75459.335,0.000,0.230,0.000,0.000,0.000,0.000
ENSP00000340220,10.000,0.210,26312.597,0.000,0.211,0.000,0.000,0.000,0.000
ENSP00000340226,100.000,0.261,562547.037,0.000,0.270,0.000,0.000,0.000,0.000
ENSP00000340243,4.000,0.208,0.000,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000340271,42.000,0.236,83672.863,0.000,0.241,0.000,0.000,0.000,0.000
ENSP00000340278,80.000,0.236,416665.489,0.000,0.242,0.000,0.000,0.000,0.000
ENSP00000340279,14.000,0.209,30541.607,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000340292,38.000,0.245,169983.413,0.000,0.251,0.000,0.000,0.000,0.000
